30/08/14,LOVERS ON THE SUN,1
06/09/14,PRAYER IN C,2
20/09/14,BLAME,1
27/09/14,CHANGING,1
04/10/14,BANG BANG,1
11/10/14,ALL ABOUT THAT BASS,4
08/11/14,THINKING OUT LOUD,1
15/11/14,I DON'T CARE,1
22/11/14,WAKE ME UP,1
29/11/14,DO THEY KNOW IT'S CHRISTMAS,1
06/12/14,THESE DAYS,1
13/12/14,THINKING OUT LOUD,1
20/12/14,UPTOWN FUNK,1
27/12/14,SOMETHING I NEED,1
03/01/15,UPTOWN FUNK,6
14/02/15,LOVE ME LIKE YOU DO,4
14/03/15,KING,1
21/03/15,LAY ME DOWN,2
04/04/15,HOLD MY HAND,3
25/04/15,SEE YOU AGAIN,2
09/05/15,CHEERLEADER (FELIX JAEHN REMIX),4
06/06/15,WANT TO WANT ME,4
04/07/15,NOT LETTING GO,1
09/07/15,ARE YOU WITH ME,1
16/07/15,HOUSE EVERY WEEKEND,1
23/07/15,BLACK MAGIC,3
13/08/15,DRAG ME DOWN,1
20/08/15,MARVIN GAYE,1
27/08/15,DON'T BE SO HARD ON YOURSELF,1
03/09/15,FIGHT SONG,1
10/09/15,WHAT DO YOU MEAN?,1
17/09/15,EASY LOVE,1
24/09/15,WHAT DO YOU MEAN?,2
08/10/15,WRITING'S ON THE WALL,1
15/10/15,WHAT DO YOU MEAN,2
29/10/15,TURN THE MUSIC LOUDER (RUMBLE),1
19/11/15,HELLO,3
26/11/15,SORRY,2
10/12/15,LOVE YOURSELF,3
31/12/15,A BRIDGE OVER YOU,1
07/01/16,LOVE YOURSELF,3
21/01/16,STITCHES,2
11/02/16,PILLOWTALK,1
18/02/16,7 YEARS,5
17/03/16,I TOOK A PILL IN IBIZA,4
21/04/16,ONE DANCE,15
04/08/16,COLD WATER,5
08/09/16,CLOSER,4
06/10/16,SAY YOU WON'T LET GO,3
27/10/16,SHOUT OUT TO MY EX,3
17/11/16,ROCKABYE,9
19/01/17,SHAPE OF YOU,13
20/04/17,SIGN OF THE TIMES,1
27/04/17,SHAPE OF YOU,1
04/05/17,SYMPHONY,1
11/05/17,I'M THE ONE,1
18/05/17,DESPACITO,6
29/06/17,BRIDGE OVER TROUBLED WATER,1
06/07/17,DESPACITO,3
27/07/17,WILD THOUGHTS,1
03/08/17,DESPACITO,2
17/08/17,FEELS,1
24/08/17,NEW RULES,2
07/09/17,LOOK WHAT YOU MADE ME DO,2
21/09/17,TOO GOOD AT GOODBYES,3
12/10/17,ROCKSTAR,4
09/11/17,HAVANA,5
14/12/17,PERFECT,6
25/01/18,RIVER,1
01/02/18,GOD'S PLAN,9
05/04/18,THESE DAYS,1
12/04/18,FREAKY FRIDAY,1
19/04/18,NICE FOR WHAT,1
26/04/18,ONE KISS,8
21/06/18,I'LL BE THERE,1
28/06/18,SOLO,1
05/07/18,SHOTGUN,2
19/07/18,3 LIONS,1
26/07/18,IN MY FEELINGS,4
23/08/18,SHOTGUN,2
06/09/18,EASTSIDE,1
13/09/18,PROMISES,5
18/10/18,FUNKY FRIDAY,1
25/10/18,PROMISES,1
01/11/18,SHALLOW,2
15/11/18,"THANK U, NEXT",6
27/12/18,WE BUILT THIS CITY,1
03/01/19,SWEET BUT PSYCHO,4
31/01/19,7 RINGS,3
21/02/19,"BREAK UP WITH YOUR GIRLFRIEND, I'M BORED",1
28/02/19,7 RINGS,1
07/03/19,SOMEONE YOU LOVED,7
25/04/19,OLD TOWN ROAD,2
09/05/19,VOSSI BOP,2
23/05/19,I DON'T CARE,8
18/07/19,SENORITA,1
25/07/19,BEAUTIFUL PEOPLE,1
01/08/19,SENORITA,5
05/09/19,TAKE ME BACK TO LONDON,5
10/10/19,DANCE MONKEY,11
26/12/19,I LOVE SAUSAGE ROLLS,1
02/01/20,RIVER,1
09/01/20,OWN IT,3
30/01/20,GODZILLA,1
05/02/20,BLINDING LIGHTS,3
06/02/20,BEFORE YOU GO,1
13/02/20,BLINDING LIGHTS,2
27/02/20,NO TIME TO DIE,1
26/03/20,ROSES,2
09/04/20,BLINDING LIGHTS,3
30/04/20,YOU'LL NEVER WALK ALONE,1
07/05/20,TIMES LIKE THESE,1
14/05/20,TOOSIE SLIDE,1
21/05/20,ROCKSTAR,2
04/06/20,RAIN ON ME,1
11/06/20,ROCKSTAR,4
09/07/20,SAVAGE LOVE (LAXED - SIREN BEAT),3
30/07/20,HEAD & HEART,6
10/09/20,WAP,3
01/10/20,MOOD,4
29/10/20,LEMONADE,1
05/11/20,POSITIONS,6
17/12/20,ALL I WANT FOR CHRISTMAS IS YOU,2
31/12/20,DON'T STOP ME EATIN',1
07/01/21,LAST CHRISTMAS,1
14/01/21,SWEET MELODY,1
21/01/21,DRIVERS LICENSE,9
25/03/21,WELLERMAN,2
08/04/21,MONTERO (CALL ME BY YOUR NAME),5
13/05/21,BODY,3
03/06/21,GOOD 4 U,5
08/07/21,BAD HABITS,11
23/09/21,SHIVERS,4
21/10/21,COLD HEART (PNAU REMIX),1
28/10/21,EASY ON ME,7
16/12/21,MERRY CHRISTMAS,2
30/12/21,SAUSAGE ROLLS FOR EVERYONE,1
06/01/22,MERRY CHRISTMAS,1
13/01/22,EASY ON ME,1
20/01/22,ABCDEFU,1
27/01/22,WE DON'T TALK ABOUT BRUNO,7
17/03/22,STARLIGHT,1
